Meeting_ID,Committee_Name,Meeting_Date,Meeting_Time,Entry_ID,Zip_Code,Registration_Time,Agenda_Item,Agenda_Item_Title,Support,Speaking,OBJECTID
43398,Common Council,7/21/2020,06:30:00,105221,53703,7/21/2020 5:04,35,SUBSTITUTE - Creating Section 4.33 of the Madison General Ordinances to establish a Downtown Recovery Program Ordinance.,Oppose,"No, I do not want to speak.",4728
43398,Common Council,7/21/2020,06:30:00,105227,53703,7/21/2020 7:01,35,SUBSTITUTE - Creating Section 4.33 of the Madison General Ordinances to establish a Downtown Recovery Program Ordinance.,Support,"Yes, I want to speak.",4729
43398,Common Council,7/21/2020,06:30:00,105201,53711,7/20/2020 23:23,35,SUBSTITUTE - Creating Section 4.33 of the Madison General Ordinances to establish a Downtown Recovery Program Ordinance.,Oppose,"No, I do not want to speak.",4730
43398,Common Council,7/21/2020,06:30:00,105204,53704,7/21/2020 0:54,35,SUBSTITUTE - Creating Section 4.33 of the Madison General Ordinances to establish a Downtown Recovery Program Ordinance.,Oppose,"No, I do not want to speak.",4731
43398,Common Council,7/21/2020,06:30:00,105326,53704,7/21/2020 12:34,35,SUBSTITUTE - Creating Section 4.33 of the Madison General Ordinances to establish a Downtown Recovery Program Ordinance.,Oppose,"I do not want to speak, but I am available to answer questions.",4732
43398,Common Council,7/21/2020,06:30:00,105195,53715,7/20/2020 23:09,35,SUBSTITUTE - Creating Section 4.33 of the Madison General Ordinances to establish a Downtown Recovery Program Ordinance.,Oppose,"No, I do not want to speak.",4733
43398,Common Council,7/21/2020,06:30:00,104859,53703,7/20/2020 12:42,35,SUBSTITUTE - Creating Section 4.33 of the Madison General Ordinances to establish a Downtown Recovery Program Ordinance.,Oppose,"Yes, I want to speak.",4734
43398,Common Council,7/21/2020,06:30:00,104890,53705,7/20/2020 13:26,35,SUBSTITUTE - Creating Section 4.33 of the Madison General Ordinances to establish a Downtown Recovery Program Ordinance.,Oppose,"No, I do not want to speak.",4735
43398,Common Council,7/21/2020,06:30:00,105784,53703,7/21/2020 18:30,35,SUBSTITUTE - Creating Section 4.33 of the Madison General Ordinances to establish a Downtown Recovery Program Ordinance.,Oppose,"No, I do not want to speak.",4736
43398,Common Council,7/21/2020,06:30:00,105805,53718,7/21/2020 19:22,35,SUBSTITUTE - Creating Section 4.33 of the Madison General Ordinances to establish a Downtown Recovery Program Ordinance.,Oppose,"No, I do not want to speak.",4737
43398,Common Council,7/21/2020,06:30:00,105806,53704,7/21/2020 19:25,35,SUBSTITUTE - Creating Section 4.33 of the Madison General Ordinances to establish a Downtown Recovery Program Ordinance.,Support,"No, I do not want to speak.",4738
43398,Common Council,7/21/2020,06:30:00,105789,53703,7/21/2020 18:32,36,"SECOND SUBSTITUTE - Amending the 2020 Adopted Capital Budget to appropriate $250,000 for the Downtown Recovery Program and $250,000 for the Downtown Equity Program by appropriating $105,000 from the Capital Revolving Loan Fund and transferring $395,000 in GO Borrowing from various capital projects.",Oppose,"No, I do not want to speak.",4739
43398,Common Council,7/21/2020,06:30:00,104889,53705,7/20/2020 13:25,36,"SECOND SUBSTITUTE - Amending the 2020 Adopted Capital Budget to appropriate $250,000 for the Downtown Recovery Program and $250,000 for the Downtown Equity Program by appropriating $105,000 from the Capital Revolving Loan Fund and transferring $395,000 in GO Borrowing from various capital projects.",Oppose,"No, I do not want to speak.",4740
43398,Common Council,7/21/2020,06:30:00,104860,53703,7/20/2020 12:43,36,"SECOND SUBSTITUTE - Amending the 2020 Adopted Capital Budget to appropriate $250,000 for the Downtown Recovery Program and $250,000 for the Downtown Equity Program by appropriating $105,000 from the Capital Revolving Loan Fund and transferring $395,000 in GO Borrowing from various capital projects.",Oppose,"Yes, I want to speak.",4741
43398,Common Council,7/21/2020,06:30:00,105323,53704,7/21/2020 12:31,36,"SECOND SUBSTITUTE - Amending the 2020 Adopted Capital Budget to appropriate $250,000 for the Downtown Recovery Program and $250,000 for the Downtown Equity Program by appropriating $105,000 from the Capital Revolving Loan Fund and transferring $395,000 in GO Borrowing from various capital projects.",Oppose,"I do not want to speak, but I am available to answer questions.",4742
43398,Common Council,7/21/2020,06:30:00,105205,53704,7/21/2020 0:55,36,"SECOND SUBSTITUTE - Amending the 2020 Adopted Capital Budget to appropriate $250,000 for the Downtown Recovery Program and $250,000 for the Downtown Equity Program by appropriating $105,000 from the Capital Revolving Loan Fund and transferring $395,000 in GO Borrowing from various capital projects.",Oppose,"No, I do not want to speak.",4743
43398,Common Council,7/21/2020,06:30:00,105220,53703,7/21/2020 5:04,36,"SECOND SUBSTITUTE - Amending the 2020 Adopted Capital Budget to appropriate $250,000 for the Downtown Recovery Program and $250,000 for the Downtown Equity Program by appropriating $105,000 from the Capital Revolving Loan Fund and transferring $395,000 in GO Borrowing from various capital projects.",Oppose,"No, I do not want to speak.",4744
43398,Common Council,7/21/2020,06:30:00,105263,53703,7/21/2020 9:23,36,"SECOND SUBSTITUTE - Amending the 2020 Adopted Capital Budget to appropriate $250,000 for the Downtown Recovery Program and $250,000 for the Downtown Equity Program by appropriating $105,000 from the Capital Revolving Loan Fund and transferring $395,000 in GO Borrowing from various capital projects.",Oppose,"No, I do not want to speak.",4745
43398,Common Council,7/21/2020,06:30:00,105257,53703,7/21/2020 9:14,36,"SECOND SUBSTITUTE - Amending the 2020 Adopted Capital Budget to appropriate $250,000 for the Downtown Recovery Program and $250,000 for the Downtown Equity Program by appropriating $105,000 from the Capital Revolving Loan Fund and transferring $395,000 in GO Borrowing from various capital projects.",Oppose,"No, I do not want to speak.",4746
43398,Common Council,7/21/2020,06:30:00,105381,53704,7/21/2020 14:42,36,"SECOND SUBSTITUTE - Amending the 2020 Adopted Capital Budget to appropriate $250,000 for the Downtown Recovery Program and $250,000 for the Downtown Equity Program by appropriating $105,000 from the Capital Revolving Loan Fund and transferring $395,000 in GO Borrowing from various capital projects.",Support,"No, I do not want to speak.",4747
43398,Common Council,7/21/2020,06:30:00,105401,53704,7/21/2020 15:05,36,"SECOND SUBSTITUTE - Amending the 2020 Adopted Capital Budget to appropriate $250,000 for the Downtown Recovery Program and $250,000 for the Downtown Equity Program by appropriating $105,000 from the Capital Revolving Loan Fund and transferring $395,000 in GO Borrowing from various capital projects.",Oppose,"No, I do not want to speak.",4748
43398,Common Council,7/21/2020,06:30:00,105402,53703,7/21/2020 15:06,36,"SECOND SUBSTITUTE - Amending the 2020 Adopted Capital Budget to appropriate $250,000 for the Downtown Recovery Program and $250,000 for the Downtown Equity Program by appropriating $105,000 from the Capital Revolving Loan Fund and transferring $395,000 in GO Borrowing from various capital projects.",Oppose,"No, I do not want to speak.",4749
43398,Common Council,7/21/2020,06:30:00,105577,53704,7/21/2020 17:04,36,"SECOND SUBSTITUTE - Amending the 2020 Adopted Capital Budget to appropriate $250,000 for the Downtown Recovery Program and $250,000 for the Downtown Equity Program by appropriating $105,000 from the Capital Revolving Loan Fund and transferring $395,000 in GO Borrowing from various capital projects.",Oppose,"No, I do not want to speak.",4750
43398,Common Council,7/21/2020,06:30:00,105559,53703,7/21/2020 16:48,36,"SECOND SUBSTITUTE - Amending the 2020 Adopted Capital Budget to appropriate $250,000 for the Downtown Recovery Program and $250,000 for the Downtown Equity Program by appropriating $105,000 from the Capital Revolving Loan Fund and transferring $395,000 in GO Borrowing from various capital projects.",Oppose,"Yes, I want to speak.",4751
43398,Common Council,7/21/2020,06:30:00,105710,53717,7/21/2020 18:01,36,"SECOND SUBSTITUTE - Amending the 2020 Adopted Capital Budget to appropriate $250,000 for the Downtown Recovery Program and $250,000 for the Downtown Equity Program by appropriating $105,000 from the Capital Revolving Loan Fund and transferring $395,000 in GO Borrowing from various capital projects.",Oppose,"No, I do not want to speak.",4752
43398,Common Council,7/21/2020,06:30:00,105713,53597,7/21/2020 18:02,36,"SECOND SUBSTITUTE - Amending the 2020 Adopted Capital Budget to appropriate $250,000 for the Downtown Recovery Program and $250,000 for the Downtown Equity Program by appropriating $105,000 from the Capital Revolving Loan Fund and transferring $395,000 in GO Borrowing from various capital projects.",Oppose,"No, I do not want to speak.",4753
43398,Common Council,7/21/2020,06:30:00,105687,53703,7/21/2020 17:49,36,"SECOND SUBSTITUTE - Amending the 2020 Adopted Capital Budget to appropriate $250,000 for the Downtown Recovery Program and $250,000 for the Downtown Equity Program by appropriating $105,000 from the Capital Revolving Loan Fund and transferring $395,000 in GO Borrowing from various capital projects.",Oppose,"No, I do not want to speak.",4754
43398,Common Council,7/21/2020,06:30:00,105714,53717,7/21/2020 18:02,39,Authorizing the termination of the contract with the Madison Metropolitan School District to provide School Resource Officers for the four MMSD high schools.,Support,"No, I do not want to speak.",4755
43398,Common Council,7/21/2020,06:30:00,105719,53597,7/21/2020 18:05,39,Authorizing the termination of the contract with the Madison Metropolitan School District to provide School Resource Officers for the four MMSD high schools.,Support,"No, I do not want to speak.",4756
43398,Common Council,7/21/2020,06:30:00,105760,53703,7/21/2020 18:19,39,Authorizing the termination of the contract with the Madison Metropolitan School District to provide School Resource Officers for the four MMSD high schools.,Support,"I do not want to speak, but I am available to answer questions.",4757
43398,Common Council,7/21/2020,06:30:00,105580,53704,7/21/2020 17:04,39,Authorizing the termination of the contract with the Madison Metropolitan School District to provide School Resource Officers for the four MMSD high schools.,Support,"No, I do not want to speak.",4758
43398,Common Council,7/21/2020,06:30:00,105465,53703,7/21/2020 15:42,39,Authorizing the termination of the contract with the Madison Metropolitan School District to provide School Resource Officers for the four MMSD high schools.,Support,"No, I do not want to speak.",4759
43398,Common Council,7/21/2020,06:30:00,105403,53704,7/21/2020 15:06,39,Authorizing the termination of the contract with the Madison Metropolitan School District to provide School Resource Officers for the four MMSD high schools.,Support,"No, I do not want to speak.",4760
43398,Common Council,7/21/2020,06:30:00,105404,53703,7/21/2020 15:06,39,Authorizing the termination of the contract with the Madison Metropolitan School District to provide School Resource Officers for the four MMSD high schools.,Support,"No, I do not want to speak.",4761
43398,Common Council,7/21/2020,06:30:00,105438,53704,7/21/2020 15:26,39,Authorizing the termination of the contract with the Madison Metropolitan School District to provide School Resource Officers for the four MMSD high schools.,Support,"No, I do not want to speak.",4762
43398,Common Council,7/21/2020,06:30:00,105436,53703,7/21/2020 15:25,39,Authorizing the termination of the contract with the Madison Metropolitan School District to provide School Resource Officers for the four MMSD high schools.,Support,"No, I do not want to speak.",4763
43398,Common Council,7/21/2020,06:30:00,105197,53715,7/20/2020 23:10,39,Authorizing the termination of the contract with the Madison Metropolitan School District to provide School Resource Officers for the four MMSD high schools.,Support,"No, I do not want to speak.",4764
43398,Common Council,7/21/2020,06:30:00,105223,53703,7/21/2020 5:14,39,Authorizing the termination of the contract with the Madison Metropolitan School District to provide School Resource Officers for the four MMSD high schools.,Support,"No, I do not want to speak.",4765
43398,Common Council,7/21/2020,06:30:00,105206,53704,7/21/2020 0:59,39,Authorizing the termination of the contract with the Madison Metropolitan School District to provide School Resource Officers for the four MMSD high schools.,Support,"No, I do not want to speak.",4766
43398,Common Council,7/21/2020,06:30:00,105292,53703,7/21/2020 11:03,39,Authorizing the termination of the contract with the Madison Metropolitan School District to provide School Resource Officers for the four MMSD high schools.,Support,"No, I do not want to speak.",4767
43398,Common Council,7/21/2020,06:30:00,105790,53703,7/21/2020 18:34,39,Authorizing the termination of the contract with the Madison Metropolitan School District to provide School Resource Officers for the four MMSD high schools.,Support,"No, I do not want to speak.",4768
43398,Common Council,7/21/2020,06:30:00,105294,53711,7/21/2020 11:06,61252,,Support,"No, I do not want to speak.",4769
43398,Common Council,7/21/2020,06:30:00,105328,53704,7/21/2020 12:35,61252,,Support,"I do not want to speak, but I am available to answer questions.",4770
43398,Common Council,7/21/2020,06:30:00,105207,53704,7/21/2020 0:59,61252,,Support,"No, I do not want to speak.",4771
43398,Common Council,7/21/2020,06:30:00,105202,53711,7/20/2020 23:24,61252,,Support,"No, I do not want to speak.",4772
43398,Common Council,7/21/2020,06:30:00,105222,53703,7/21/2020 5:05,61252,,Support,"No, I do not want to speak.",4773
43398,Common Council,7/21/2020,06:30:00,105196,53715,7/20/2020 23:09,61252,,Support,"No, I do not want to speak.",4774
43398,Common Council,7/21/2020,06:30:00,105209,53711,7/21/2020 2:12,46,"Authorizing the Community Development Division (CDD), in accordance with RES-2020-00313, to distribute 2020 EOP funds in three equal sums to the African Center for Community Development, Inc., Freedom Inc., and UNIDOS Against Domestic Violence to assist immigrant communities dealing with the impacts of COVID-19",Support,"No, I do not want to speak.",4775
43398,Common Council,7/21/2020,06:30:00,105562,53717,7/21/2020 16:50,46,"Authorizing the Community Development Division (CDD), in accordance with RES-2020-00313, to distribute 2020 EOP funds in three equal sums to the African Center for Community Development, Inc., Freedom Inc., and UNIDOS Against Domestic Violence to assist immigrant communities dealing with the impacts of COVID-19",Support,"No, I do not want to speak.",4776
43398,Common Council,7/21/2020,06:30:00,105542,53590,7/21/2020 16:38,46,"Authorizing the Community Development Division (CDD), in accordance with RES-2020-00313, to distribute 2020 EOP funds in three equal sums to the African Center for Community Development, Inc., Freedom Inc., and UNIDOS Against Domestic Violence to assist immigrant communities dealing with the impacts of COVID-19",Support,"No, I do not want to speak.",4777
43398,Common Council,7/21/2020,06:30:00,105446,53704,7/21/2020 15:29,61431,,Support,"No, I do not want to speak.",4778
43398,Common Council,7/21/2020,06:30:00,105275,53704,7/21/2020 9:46,1,Early Public Comment,Neither support nor oppose,"Yes, I want to speak.",4779
43398,Common Council,7/21/2020,06:30:00,105200,53711,7/20/2020 23:23,61660,,Oppose,"No, I do not want to speak.",4780
